Period,nsa,sf,sa,sa_4week
10/3/1987,"244,736",81.3,"301,000","306,000"
10/10/1987,"291,075",94.5,"308,000","308,750"
10/17/1987,"242,157",80.3,"301,000","306,750"
10/24/1987,"271,190",90,"301,000","302,750"
10/31/1987,"261,036",90.4,"289,000","299,750"
11/7/1987,"306,340",103.2,"297,000","297,000"
11/14/1987,"286,334",93.1,"307,000","298,500"
11/21/1987,"354,037",111.8,"317,000","302,500"
11/28/1987,"288,614",94.2,"306,000","306,750"
12/5/1987,"412,297",129.2,"319,000","312,250"
12/12/1987,"372,869",117.6,"317,000","314,750"
12/19/1987,"384,763",119.2,"323,000","316,250"
12/26/1987,"397,287",125.9,"316,000","318,750"
1/2/1988,"465,503",147.6,"315,000","317,750"
1/9/1988,"654,620",201.7,"325,000","319,750"
1/16/1988,"577,975",160.2,"361,000","329,250"
1/23/1988,"412,685",123.2,"335,000","334,000"
1/30/1988,"394,776",115.5,"342,000","340,750"
2/6/1988,"380,906",119.6,"318,000","339,000"
2/13/1988,"334,833",107.5,"311,000","326,500"
2/20/1988,"315,497",96.6,"327,000","324,500"
2/27/1988,"324,517",101.7,"319,000","318,750"
3/5/1988,"312,409",101.7,"307,000","316,000"
3/12/1988,"294,321",96.8,"304,000","314,250"
3/19/1988,"275,545",89.7,"307,000","309,250"
3/26/1988,"269,000",88.6,"304,000","305,500"
4/2/1988,"256,607",83,"309,000","306,000"
4/9/1988,"319,713",102.1,"313,000","308,250"
4/16/1988,"273,160",86.9,"314,000","310,000"
4/23/1988,"272,440",87.2,"312,000","312,000"
4/30/1988,"247,619",79.1,"313,000","313,000"
5/7/1988,"267,315",86.4,"309,000","312,000"
5/14/1988,"257,101",81.8,"314,000","312,000"
5/21/1988,"259,640",81.3,"319,000","313,750"
5/28/1988,"255,852",81.7,"313,000","313,750"
6/4/1988,"235,308",75.9,"310,000","314,000"
6/11/1988,"268,052",88,"305,000","311,750"
6/18/1988,"264,100",85,"311,000","309,750"
6/25/1988,"268,770",87.5,"307,000","308,250"
7/2/1988,"290,079",95,"305,000","307,000"
7/9/1988,"335,780",110.7,"303,000","306,500"
7/16/1988,"377,872",119.8,"315,000","307,500"
7/23/1988,"384,920",108.8,"354,000","319,250"
7/30/1988,"311,475",94.1,"331,000","325,750"
8/6/1988,"293,718",92.9,"316,000","329,000"
8/13/1988,"261,066",83.6,"312,000","328,250"
8/20/1988,"253,359",80.1,"316,000","318,750"
8/27/1988,"241,809",76.8,"315,000","314,750"
9/3/1988,"243,944",79.7,"306,000","312,250"
9/10/1988,"220,226",72.2,"305,000","310,500"
9/17/1988,"247,250",80.8,"306,000","308,000"
9/24/1988,"236,230",78.6,"301,000","304,500"
10/1/1988,"226,453",77.5,"292,000","301,000"
10/8/1988,"276,732",94.7,"292,000","297,750"
10/15/1988,"237,722",81.2,"293,000","294,500"
10/22/1988,"264,201",92.3,"286,000","290,750"
10/29/1988,"265,794",90.3,"294,000","291,250"
11/5/1988,"293,412",102.9,"285,000","289,500"
11/12/1988,"257,201",90.7,"284,000","287,250"
11/19/1988,"335,818",114.3,"294,000","289,250"
11/26/1988,"281,841",94.3,"299,000","290,500"
12/3/1988,"391,406",131.5,"298,000","293,750"
12/10/1988,"354,028",124.2,"285,000","294,000"
12/17/1988,"354,768",121.2,"293,000","293,750"
12/24/1988,"413,175",144.4,"286,000","290,500"
12/31/1988,"474,226",156.2,"304,000","292,000"
1/7/1989,"544,138",182,"299,000","295,500"
1/14/1989,"519,727",183.4,"283,000","293,000"
1/21/1989,"364,499",129.1,"282,000","292,000"
1/28/1989,"361,331",122.5,"295,000","289,750"
2/4/1989,"340,647",118.3,"288,000","287,000"
2/11/1989,"365,301",113.5,"322,000","296,750"
2/18/1989,"317,676",104,"305,000","302,500"
2/25/1989,"288,690",96.2,"300,000","303,750"
3/4/1989,"333,669",102.7,"325,000","313,000"
3/11/1989,"325,019",100,"325,000","313,750"
3/18/1989,"291,112",91.4,"319,000","317,250"
3/25/1989,"276,369",86.7,"319,000","322,000"
4/1/1989,"275,799",85.4,"323,000","321,500"
4/8/1989,"321,723",102.6,"314,000","318,750"
4/15/1989,"275,240",89.8,"307,000","315,750"
4/22/1989,"271,002",89.2,"304,000","312,000"
4/29/1989,"247,646",79.7,"311,000","309,000"
5/6/1989,"275,425",86.1,"320,000","310,500"
5/13/1989,"275,507",83.1,"332,000","316,750"
5/20/1989,"260,543",81.2,"321,000","321,000"
5/27/1989,"266,146",81.9,"325,000","324,500"
6/3/1989,"243,246",74.8,"325,000","325,750"
6/10/1989,"295,499",89.1,"332,000","325,750"
6/17/1989,"285,589",84.8,"337,000","329,750"
6/24/1989,"295,338",87.5,"338,000","333,000"
7/1/1989,"319,577",91.6,"349,000","339,000"
7/8/1989,"364,594",106.9,"341,000","341,250"
7/15/1989,"423,847",121.6,"349,000","344,250"
7/22/1989,"365,026",109.8,"332,000","342,750"
7/29/1989,"320,773",95.3,"337,000","339,750"
8/5/1989,"311,584",92.3,"338,000","339,000"
8/12/1989,"291,429",85.5,"341,000","337,000"
8/19/1989,"261,419",80,"327,000","335,750"
8/26/1989,"254,488",76.6,"332,000","334,500"
9/2/1989,"259,540",78.8,"329,000","332,250"
9/9/1989,"239,989",71.5,"336,000","331,000"
9/16/1989,"271,903",81.4,"334,000","332,750"
9/23/1989,"262,895",78.7,"334,000","333,250"
9/30/1989,"265,310",76.4,"347,000","337,750"
10/7/1989,"375,972",92.3,"407,000","355,500"
10/14/1989,"284,584",82.6,"345,000","358,250"
10/21/1989,"315,473",90.8,"347,000","361,500"
10/28/1989,"317,538",89.6,"354,000","363,250"
11/4/1989,"336,759",101,"333,000","344,750"
11/11/1989,"303,556",90.3,"336,000","342,500"
11/18/1989,"377,814",112.5,"336,000","339,750"
11/25/1989,"316,458",92.6,"342,000","336,750"
12/2/1989,"443,684",129,"344,000","339,500"
12/9/1989,"426,514",126.2,"338,000","340,000"
12/16/1989,"420,795",118.5,"355,000","344,750"
12/23/1989,"534,261",140.2,"381,000","354,500"
12/30/1989,"515,926",144.3,"358,000","358,000"
1/6/1990,"581,679",164,"355,000","362,250"
1/13/1990,"730,995",197.9,"369,000","365,750"
1/20/1990,"485,424",129.6,"375,000","364,250"
1/27/1990,"440,748",127.9,"345,000","361,000"
2/3/1990,"432,922",117.7,"368,000","364,250"
2/10/1990,"429,764",117.2,"367,000","363,750"
2/17/1990,"364,616",104.7,"348,000","357,000"
2/24/1990,"341,969",97.6,"350,000","358,250"
3/3/1990,"361,937",103.2,"351,000","354,000"
3/10/1990,"355,935",101.9,"349,000","349,500"
3/17/1990,"325,164",93.1,"349,000","349,750"
3/24/1990,"306,391",92.6,"331,000","345,000"
3/31/1990,"297,117",85.8,"346,000","343,750"
4/7/1990,"372,079",101.4,"367,000","348,250"
4/14/1990,"315,624",88.5,"357,000","350,250"
4/21/1990,"324,936",90.2,"360,000","357,500"
4/28/1990,"294,785",81.3,"363,000","361,750"
5/5/1990,"304,160",85.8,"354,000","358,500"
5/12/1990,"299,266",84.3,"355,000","358,000"
5/19/1990,"287,082",81.4,"353,000","356,250"
5/26/1990,"295,476",82.2,"359,000","355,250"
6/2/1990,"273,910",74.4,"368,000","358,750"
6/9/1990,"321,727",89.7,"359,000","359,750"
6/16/1990,"305,690",85.1,"359,000","361,250"
6/23/1990,"316,999",87.6,"362,000","362,000"
6/30/1990,"326,407",89.7,"364,000","361,000"
7/7/1990,"419,256",115.7,"362,000","361,750"
7/14/1990,"448,952",122.4,"367,000","363,750"
7/21/1990,"407,676",110.1,"370,000","365,750"
7/28/1990,"353,149",95.8,"369,000","367,000"
8/4/1990,"336,997",91.4,"369,000","368,750"
8/11/1990,"330,678",86.9,"381,000","372,250"
8/18/1990,"313,804",79.8,"393,000","378,000"
8/25/1990,"302,267",76.8,"394,000","384,250"
9/1/1990,"305,510",78,"392,000","390,000"
9/8/1990,"277,768",71.2,"390,000","392,250"
9/15/1990,"323,246",81.8,"395,000","392,750"
9/22/1990,"306,549",78.8,"389,000","391,500"
9/29/1990,"308,080",76.2,"404,000","394,500"
10/6/1990,"361,538",89.5,"404,000","398,000"
10/13/1990,"356,203",84.4,"422,000","404,750"
10/20/1990,"387,444",89,"435,000","416,250"
10/27/1990,"394,598",89.6,"440,000","425,250"
11/3/1990,"424,771",98.8,"430,000","431,750"
11/10/1990,"463,874",103.6,"448,000","438,250"
11/17/1990,"433,003",96.9,"447,000","441,250"
11/24/1990,"422,676",91.4,"462,000","446,750"
12/1/1990,"568,583",126,"451,000","452,000"
12/8/1990,"574,323",127.8,"449,000","452,250"
12/15/1990,"523,403",117,"447,000","452,250"
12/22/1990,"637,449",134.4,"474,000","455,250"
12/29/1990,"649,471",143.1,"454,000","456,000"
1/5/1991,"651,775",156.9,"415,000","447,500"
1/12/1991,"872,742",199.5,"437,000","445,000"
1/19/1991,"691,092",155.3,"445,000","437,750"
1/26/1991,"511,360",110.7,"462,000","439,750"
2/2/1991,"563,060",116.6,"483,000","456,750"
2/9/1991,"574,760",119.7,"480,000","467,500"
2/16/1991,"498,200",105.1,"474,000","474,750"
2/23/1991,"492,325",98.6,"499,000","484,000"
3/2/1991,"504,023",103.2,"488,000","485,250"
3/9/1991,"514,410",103.1,"499,000","490,000"
3/16/1991,"470,801",94.6,"498,000","496,000"
3/23/1991,"477,877",93.8,"509,000","498,500"
3/30/1991,"412,904",82.7,"499,000","501,250"
4/6/1991,"448,082",99.1,"452,000","489,500"
4/13/1991,"459,364",96.4,"477,000","484,250"
4/20/1991,"433,912",90.8,"478,000","476,500"
4/27/1991,"385,153",83.4,"462,000","467,250"
5/4/1991,"384,458",85.3,"451,000","467,000"
5/11/1991,"382,113",85.7,"446,000","459,250"
5/18/1991,"366,492",81.8,"448,000","451,750"
5/25/1991,"365,117",82.5,"443,000","447,000"
6/1/1991,"320,632",74.2,"432,000","442,250"
6/8/1991,"397,682",90.2,"441,000","441,000"
6/15/1991,"369,074",86,"429,000","436,250"
6/22/1991,"371,232",87.8,"423,000","431,250"
6/29/1991,"370,372",88.6,"418,000","427,750"
7/6/1991,"427,161",101.2,"422,000","423,000"
7/13/1991,"517,888",123.2,"420,000","420,750"
7/20/1991,"454,655",111.3,"408,000","417,000"
7/27/1991,"408,098",96.4,"423,000","418,250"
8/3/1991,"397,522",90.7,"438,000","422,250"
8/10/1991,"385,740",88.3,"437,000","426,500"
8/17/1991,"344,969",79.7,"433,000","432,750"
8/24/1991,"329,287",77.4,"425,000","433,250"
8/31/1991,"328,040",77.1,"425,000","430,000"
9/7/1991,"302,187",71.2,"424,000","426,750"
9/14/1991,"342,419",82,"418,000","423,000"
9/21/1991,"333,110",79.5,"419,000","421,500"
9/28/1991,"334,206",76.4,"437,000","424,500"
10/5/1991,"366,862",86.6,"424,000","424,500"
10/12/1991,"388,370",91.4,"425,000","426,250"
10/19/1991,"344,189",82.2,"419,000","426,250"
10/26/1991,"380,253",89.8,"423,000","422,750"
11/2/1991,"427,789",95.8,"447,000","428,500"
11/9/1991,"473,432",104.4,"453,000","435,500"
11/16/1991,"417,766",95.1,"439,000","440,500"
11/23/1991,"503,032",113.4,"444,000","445,750"
11/30/1991,"433,180",97.6,"444,000","445,000"
12/7/1991,"610,113",128.4,"475,000","450,500"
12/14/1991,"554,059",116.7,"475,000","459,500"
12/21/1991,"555,747",127.6,"436,000","457,500"
12/28/1991,"625,772",141.9,"441,000","456,750"
1/4/1992,"652,046",150.9,"432,000","446,000"
1/11/1992,"882,118",200.6,"440,000","437,250"
1/18/1992,"687,914",155.2,"443,000","439,000"
1/25/1992,"504,838",114.6,"441,000","439,000"
2/1/1992,"508,594",115.5,"440,000","441,000"
2/8/1992,"537,238",120.6,"445,000","442,250"
2/15/1992,"469,794",105.4,"446,000","443,000"
2/22/1992,"429,723",98.6,"436,000","441,750"
2/29/1992,"454,987",102.5,"444,000","442,750"
3/7/1992,"434,426",103.2,"421,000","436,750"
3/14/1992,"417,282",95.5,"437,000","434,500"
3/21/1992,"413,180",93.9,"440,000","435,500"
3/28/1992,"370,883",88.3,"420,000","429,500"
4/4/1992,"393,384",95.5,"412,000","427,250"
4/11/1992,"412,948",100,"413,000","421,250"
4/18/1992,"366,621",86.5,"424,000","417,250"
4/25/1992,"364,454",86,"424,000","418,250"
5/2/1992,"363,794",84.4,"431,000","423,000"
5/9/1992,"364,100",87.4,"417,000","424,000"
5/16/1992,"341,425",82.4,"414,000","421,500"
5/23/1992,"343,432",83,"414,000","419,000"
5/30/1992,"305,080",74.2,"411,000","414,000"
6/6/1992,"374,978",90.1,"416,000","413,750"
6/13/1992,"369,067",87.8,"420,000","415,250"
6/20/1992,"369,995",88.2,"419,000","416,500"
6/27/1992,"370,373",88.2,"420,000","418,750"
7/4/1992,"395,505",97.1,"407,000","416,500"
7/11/1992,"506,050",123.9,"408,000","413,500"
7/18/1992,"452,468",115.4,"392,000","406,750"
7/25/1992,"554,590",98.4,"564,000","442,750"
8/1/1992,"382,138",90.3,"423,000","446,750"
8/8/1992,"366,092",90.2,"406,000","446,250"
8/15/1992,"322,729",80.5,"401,000","448,500"
8/22/1992,"312,436",78.6,"398,000","407,000"
8/29/1992,"309,806",76,"408,000","403,250"
9/5/1992,"339,006",81.5,"416,000","405,750"
9/12/1992,"299,189",72,"416,000","409,500"
9/19/1992,"345,093",80.8,"427,000","416,750"
9/26/1992,"315,455",77.1,"409,000","417,000"
10/3/1992,"326,938",82.1,"398,000","412,500"
10/10/1992,"353,504",94.5,"374,000","402,000"
10/17/1992,"310,235",80.5,"385,000","391,500"
10/24/1992,"333,005",90.8,"367,000","381,000"
10/31/1992,"331,922",91,"365,000","372,750"
11/7/1992,"392,213",105,"374,000","372,750"
11/14/1992,"348,011",92.3,"377,000","370,750"
11/21/1992,"401,972",112.7,"357,000","368,250"
11/28/1992,"317,218",93.1,"341,000","362,250"
12/5/1992,"449,726",128.5,"350,000","356,250"
12/12/1992,"424,677",118.4,"359,000","351,750"
12/19/1992,"396,619",118.9,"334,000","346,000"
12/26/1992,"392,612",125.6,"313,000","339,000"
1/2/1993,"487,466",143.1,"341,000","336,750"
1/9/1993,"704,930",199.3,"354,000","335,500"
1/16/1993,"558,516",158.7,"352,000","340,000"
1/23/1993,"410,944",120.4,"341,000","347,000"
1/30/1993,"397,000",116.6,"340,000","346,750"
2/6/1993,"384,707",120.5,"319,000","338,000"
2/13/1993,"344,520",107.2,"321,000","330,250"
2/20/1993,"345,116",98.2,"351,000","332,750"
2/27/1993,"367,412",101.6,"362,000","338,250"
3/6/1993,"364,185",103,"354,000","347,000"
3/13/1993,"335,154",96.8,"346,000","353,250"
3/20/1993,"315,473",93.3,"338,000","350,000"
3/27/1993,"330,512",90.3,"366,000","351,000"
4/3/1993,"331,871",91,"365,000","353,750"
4/10/1993,"346,648",98.2,"353,000","355,500"
4/17/1993,"321,564",91.5,"351,000","358,750"
4/24/1993,"310,916",88.9,"350,000","354,750"
5/1/1993,"285,098",83.2,"343,000","349,250"
5/8/1993,"301,906",89,"339,000","345,750"
5/15/1993,"287,944",83.4,"345,000","344,250"
5/22/1993,"285,444",83.5,"342,000","342,250"
5/29/1993,"291,206",83.5,"349,000","343,750"
6/5/1993,"273,411",79.7,"343,000","344,750"
6/12/1993,"308,535",89.9,"343,000","344,250"
6/19/1993,"304,843",88.4,"345,000","345,000"
6/26/1993,"301,549",88.8,"340,000","342,750"
7/3/1993,"334,335",100.1,"334,000","340,500"
7/10/1993,"362,425",115.3,"314,000","333,250"
7/17/1993,"402,348",120.1,"335,000","330,750"
7/24/1993,"418,260",100.8,"415,000","349,500"
7/31/1993,"320,155",89.9,"356,000","355,000"
8/7/1993,"314,579",90.8,"346,000","363,000"
8/14/1993,"277,263",81.7,"339,000","364,000"
8/21/1993,"270,913",79.3,"342,000","345,750"
8/28/1993,"254,231",75.5,"337,000","341,000"
9/4/1993,"270,528",80.9,"334,000","338,000"
9/11/1993,"238,902",71.8,"333,000","336,500"
9/18/1993,"280,903",81.3,"346,000","337,500"
9/25/1993,"265,510",77.4,"343,000","339,000"
10/2/1993,"263,636",79.2,"333,000","338,750"
10/9/1993,"338,726",95.3,"355,000","344,250"
10/16/1993,"288,699",80.5,"359,000","347,500"
10/23/1993,"321,509",90.9,"354,000","350,250"
10/30/1993,"309,359",88.8,"348,000","354,000"
11/6/1993,"365,280",104.5,"350,000","352,750"
11/13/1993,"310,455",91,"341,000","348,250"
11/20/1993,"377,935",112.6,"336,000","343,750"
11/27/1993,"306,788",91,"337,000","341,000"
12/4/1993,"431,210",127.8,"337,000","337,750"
12/11/1993,"398,560",119.4,"334,000","336,000"
12/18/1993,"382,583",115.5,"331,000","334,750"
12/25/1993,"398,084",137.3,"290,000","323,000"
1/1/1994,"481,735",141.3,"341,000","324,000"
1/8/1994,"676,076",196.9,"343,000","326,250"
1/15/1994,"571,816",161.1,"355,000","332,250"
1/22/1994,"427,570",121.9,"351,000","347,500"
1/29/1994,"481,458",118.7,"406,000","363,750"
2/5/1994,"429,800",119.2,"361,000","368,250"
2/12/1994,"385,594",108.9,"354,000","368,000"
2/19/1994,"368,626",104.6,"352,000","368,250"
2/26/1994,"307,194",94,"327,000","348,500"
3/5/1994,"355,250",102,"348,000","345,250"
3/12/1994,"331,023",97.1,"341,000","342,000"
3/19/1994,"308,038",92.9,"332,000","337,000"
3/26/1994,"292,661",91,"322,000","335,750"
4/2/1994,"289,631",84.6,"342,000","334,250"
4/9/1994,"361,348",103.6,"349,000","336,250"
4/16/1994,"327,166",92.4,"354,000","341,750"
4/23/1994,"298,620",90.1,"331,000","344,000"
4/30/1994,"285,837",83.2,"344,000","344,500"
5/7/1994,"332,414",89.7,"371,000","350,000"
5/14/1994,"303,190",84.2,"360,000","351,500"
5/21/1994,"299,324",83.9,"357,000","358,000"
5/28/1994,"291,797",83.8,"348,000","359,000"
6/4/1994,"273,849",79.4,"345,000","352,500"
6/11/1994,"309,033",91.5,"338,000","347,000"
6/18/1994,"298,198",88.8,"336,000","341,750"
6/25/1994,"305,863",89.6,"341,000","340,000"
7/2/1994,"327,262",98,"334,000","337,250"
7/9/1994,"394,428",115.5,"341,000","338,000"
7/16/1994,"443,698",123.5,"359,000","343,750"
7/23/1994,"354,495",102.8,"345,000","344,750"
7/30/1994,"295,979",89.1,"332,000","344,250"
8/6/1994,"304,363",90,"338,000","343,500"
8/13/1994,"277,614",82.8,"335,000","337,500"
8/20/1994,"262,131",79.3,"331,000","334,000"
8/27/1994,"257,299",75.5,"341,000","336,250"
9/3/1994,"270,561",79.9,"339,000","336,500"
9/10/1994,"237,526",71.7,"331,000","335,500"
9/17/1994,"264,553",81.2,"326,000","334,250"
9/24/1994,"251,191",77.4,"325,000","330,250"
10/1/1994,"255,588",77.4,"330,000","328,000"
10/8/1994,"322,522",94.6,"341,000","330,500"
10/15/1994,"272,742",81.4,"335,000","332,750"
10/22/1994,"296,646",90,"330,000","334,000"
10/29/1994,"291,557",88.1,"331,000","334,250"
11/5/1994,"338,561",103.2,"328,000","331,000"
11/12/1994,"298,030",90.6,"329,000","329,500"
11/19/1994,"366,719",112.6,"326,000","328,500"
11/26/1994,"295,729",89.8,"329,000","328,000"
12/3/1994,"412,824",127.6,"324,000","327,000"
12/10/1994,"397,238",120.6,"329,000","327,000"
12/17/1994,"376,210",114.1,"330,000","328,000"
12/24/1994,"423,387",134.7,"314,000","324,250"
12/31/1994,"482,735",151.4,"319,000","323,000"
1/7/1995,"612,648",181.4,"338,000","325,250"
1/14/1995,"608,872",175.5,"347,000","329,500"
1/21/1995,"400,772",123.4,"325,000","332,250"
1/28/1995,"396,457",122.5,"324,000","333,500"
2/4/1995,"381,813",117.8,"324,000","330,000"
2/11/1995,"387,408",111.4,"348,000","330,250"
2/18/1995,"356,237",104,"343,000","334,750"
2/25/1995,"316,927",94.4,"336,000","337,750"
3/4/1995,"342,015",101,"339,000","341,500"
3/11/1995,"339,580",97.9,"347,000","341,250"
3/18/1995,"319,218",93,"343,000","341,250"
3/25/1995,"305,471",92.1,"332,000","340,250"
4/1/1995,"294,031",87.7,"335,000","339,250"
4/8/1995,"356,914",103,"347,000","339,250"
4/15/1995,"318,030",89.5,"355,000","342,250"
4/22/1995,"317,072",90.9,"349,000","346,500"
4/29/1995,"305,594",83.8,"365,000","354,000"
5/6/1995,"325,398",89.4,"364,000","358,250"
5/13/1995,"311,646",85.1,"366,000","361,000"
5/20/1995,"316,305",84,"377,000","368,000"
5/27/1995,"314,442",84.1,"374,000","370,250"
6/3/1995,"286,566",79.1,"362,000","369,750"
6/10/1995,"340,606",92.8,"367,000","370,000"
6/17/1995,"337,812",89.3,"378,000","370,250"
6/24/1995,"324,411",90.6,"358,000","366,250"
7/1/1995,"341,207",96.1,"355,000","364,500"
7/8/1995,"428,632",115.2,"372,000","365,750"
7/15/1995,"491,891",126.4,"389,000","368,500"
7/22/1995,"409,319",104.9,"390,000","376,500"
7/29/1995,"311,708",88.7,"351,000","375,500"
8/5/1995,"310,703",88.6,"351,000","370,250"
8/12/1995,"296,712",84.1,"353,000","361,250"
8/19/1995,"286,017",79.1,"362,000","354,250"
8/26/1995,"272,182",75.8,"359,000","356,250"
9/2/1995,"278,703",78.5,"355,000","357,250"
9/9/1995,"266,145",71.7,"371,000","361,750"
9/16/1995,"304,323",80.9,"376,000","365,250"
9/23/1995,"272,431",77.2,"353,000","363,750"
9/30/1995,"269,067",75.9,"355,000","363,750"
10/7/1995,"345,311",92.3,"374,000","364,500"
10/14/1995,"306,465",83.1,"369,000","362,750"
10/21/1995,"322,856",88.3,"366,000","366,000"
10/28/1995,"332,061",88.1,"377,000","371,500"
11/4/1995,"383,687",100.9,"380,000","373,000"
11/11/1995,"335,181",90.6,"370,000","373,250"
11/18/1995,"425,889",112.3,"379,000","376,500"
11/25/1995,"336,269",88.7,"379,000","377,000"
12/2/1995,"474,548",127.2,"373,000","375,250"
12/9/1995,"421,109",121.7,"346,000","369,250"
12/16/1995,"423,450",113.5,"373,000","367,750"
12/23/1995,"490,349",131.1,"374,000","366,500"
12/30/1995,"513,686",143.2,"359,000","363,000"
1/6/1996,"596,010",165.3,"361,000","366,750"
1/13/1996,"637,910",191.6,"333,000","356,750"
1/20/1996,"510,820",123,"415,000","367,000"
1/27/1996,"492,966",127.4,"387,000","374,000"
2/3/1996,"433,693",116.1,"374,000","377,250"
2/10/1996,"440,961",114,"387,000","390,750"
2/17/1996,"395,332",103.2,"383,000","382,750"
2/24/1996,"347,053",95,"365,000","377,250"
3/2/1996,"368,044",99.9,"368,000","375,750"
3/9/1996,"355,818",98.5,"361,000","369,250"
3/16/1996,"357,070",92.9,"384,000","369,500"
3/23/1996,"396,731",93.1,"426,000","384,750"
3/30/1996,"342,023",87,"393,000","391,000"
4/6/1996,"353,032",95.8,"369,000","393,000"
4/13/1996,"343,654",96.3,"357,000","386,250"
4/20/1996,"336,033",91.2,"368,000","371,750"
4/27/1996,"291,957",85.1,"343,000","359,250"
5/4/1996,"298,195",88.1,"338,000","351,500"
5/11/1996,"303,532",86.2,"352,000","350,250"
5/18/1996,"287,891",83.5,"345,000","344,500"
5/25/1996,"287,622",83.9,"343,000","344,500"
6/1/1996,"266,116",78.2,"340,000","345,000"
6/8/1996,"329,099",93.8,"351,000","344,750"
6/15/1996,"307,141",89.7,"342,000","344,000"
6/22/1996,"312,226",91.5,"341,000","343,500"
6/29/1996,"315,615",93.7,"337,000","342,750"
7/6/1996,"382,989",112.1,"342,000","340,500"
7/13/1996,"449,510",129.7,"347,000","341,750"
7/20/1996,"360,385",108.7,"332,000","339,500"
7/27/1996,"294,762",90.1,"327,000","337,000"
8/3/1996,"283,216",86.8,"326,000","333,000"
8/10/1996,"285,795",86.3,"331,000","329,000"
8/17/1996,"265,742",79,"336,000","330,000"
8/24/1996,"259,677",77,"337,000","332,500"
8/31/1996,"251,425",76.5,"329,000","333,250"
9/7/1996,"238,893",71.8,"333,000","333,750"
9/14/1996,"272,464",80.6,"338,000","334,250"
9/21/1996,"273,232",77.7,"352,000","338,000"
9/28/1996,"261,251",75,"348,000","342,750"
10/5/1996,"292,029",87.2,"335,000","343,250"
10/12/1996,"306,521",91.7,"334,000","342,250"
10/19/1996,"271,934",81.1,"335,000","338,000"
10/26/1996,"311,965",88.7,"352,000","339,000"
11/2/1996,"320,827",96.2,"334,000","338,750"
11/9/1996,"340,240",104,"327,000","337,000"
11/16/1996,"330,730",96.8,"342,000","338,750"
11/23/1996,"383,512",110.5,"347,000","337,500"
11/30/1996,"328,186",99,"332,000","337,000"
12/7/1996,"444,305",125,"355,000","344,000"
12/14/1996,"404,436",114.8,"352,000","346,500"
12/21/1996,"429,566",122.8,"350,000","347,250"
12/28/1996,"520,650",146,"357,000","353,500"
1/4/1997,"541,210",155.8,"347,000","351,500"
1/11/1997,"654,473",202.1,"324,000","344,500"
1/18/1997,"513,913",148.8,"345,000","343,250"
1/25/1997,"385,310",113.2,"340,000","339,000"
2/1/1997,"380,099",114.1,"333,000","335,500"
2/8/1997,"370,766",117.7,"315,000","333,250"
2/15/1997,"320,374",102.4,"313,000","325,250"
2/22/1997,"309,202",96,"322,000","320,750"
3/1/1997,"317,339",98.9,"321,000","317,750"
3/8/1997,"314,787",99.2,"317,000","318,250"
3/15/1997,"296,698",93.1,"319,000","319,750"
3/22/1997,"291,463",92.6,"315,000","318,000"
3/29/1997,"268,823",82.8,"325,000","319,000"
4/5/1997,"311,186",95.7,"325,000","321,000"
4/12/1997,"329,663",99.8,"330,000","323,750"
4/19/1997,"286,593",90.6,"316,000","324,000"
4/26/1997,"295,166",87.5,"337,000","327,000"
5/3/1997,"295,629",86.4,"342,000","331,250"
5/10/1997,"278,052",87.5,"318,000","328,250"
5/17/1997,"267,251",83.1,"322,000","329,750"
5/24/1997,"264,697",83.7,"316,000","324,500"
5/31/1997,"248,167",77.2,"321,000","319,250"
6/7/1997,"309,928",94.1,"329,000","322,000"
6/14/1997,"302,577",90.4,"335,000","325,250"
6/21/1997,"290,720",92.1,"316,000","325,250"
6/28/1997,"298,299",92.5,"322,000","325,500"
7/5/1997,"372,574",107.7,"346,000","329,750"
7/12/1997,"434,598",132.4,"328,000","328,000"
7/19/1997,"339,250",112.6,"301,000","324,250"
7/26/1997,"281,794",92.2,"306,000","320,250"
